Track Name,Artist,Album,Popularity,Duration (minutes)
"Prathi Gaadhalo (From ""Salaar Cease Fire - Telugu"")",Ravi Basrur,"Prathi Gaadhalo (From ""Salaar Cease Fire - Telugu"")",55,3.1176333333333335
